GeositeInfo_DataOwner,GeositeInfo_Identifier,GeositeInfo_GeositeType,GeositeInfo_Latitude,GeositeInfo_Longitude,WaterStrike_ConstructionCompletionDate,WaterStrike_YieldMeasurementMethod,WaterStrike_WaterStrikeType,WaterStrike_SeepageValue,WaterStrike_DepthToTop,WaterStrike_DepthToBottom,WaterStrike_TotalBlowYieldValue,WaterStrike_ContributionValue
Dept Water - Pretoria,2627AC00126,Borehole,-26.35057,27.183,1973/08/10,,Total Yield,,124.9,,0.85,
Dept Water - Pretoria,2628BD00147,Borehole,-26.35057,28.76637,,,,,,,,
Dept Water - Pretoria,2627AC00124,Borehole,-26.35056,27.183,1973/07/24,,Total Yield,,91.4,,0.28,
Dept Water - Pretoria,2628AD00034,Borehole,-26.35056,28.3247,,,,,,,,
Dept Water - Pretoria,2628BD00145,Borehole,-26.35056,28.76637,,,,,,,,
Dept Water - Pretoria,2627AC00122,Borehole,-26.35055,27.183,1948/03/15,,Total Seepage,0.0001,60.96,,,
Dept Water - Pretoria,2628AD00032,Borehole,-26.35055,28.3247,,,,,,,,
Dept Water - Pretoria,2628AD00033,Borehole,-26.35055,28.32471,1949/09/14,,Total Yield,,22.88,,0.32,
Dept Water - Pretoria,2628AD00035,Borehole,-26.35055,28.32472,1935/06/11,,Individual Contribution,,85.34,,2.1001,2.1
Dept Water - Pretoria,2628AD00035,Borehole,-26.35055,28.32472,1935/06/11,,Individual Contribution,0.0001,13.71,,2.1001,
Dept Water - Pretoria,2628BD00144,Borehole,-26.35055,28.76637,1991/11/01,,Total Yield,,42,,0.45,
Dept Water - Pretoria,2628BD00146,Borehole,-26.35055,28.76638,1991/12/09,,Total Yield,,42,,1.84,
Dept Water - Pretoria,2627AC00120,Borehole,-26.35054,27.183,1971/01/18,,Total Yield,,28.96,,3.79,
Dept Water - Pretoria,2627AC00121,Borehole,-26.35054,27.18301,1948/04/19,,Total Yield,,44.2,,0.76,
Dept Water - Pretoria,2627AC00123,Borehole,-26.35054,27.18302,1951/08/14,,Total Yield,,19.81,,2.04,
Dept Water - Pretoria,2627AC00125,Borehole,-26.35054,27.18303,1973/06/25,,Total Yield,,147,,1.28,
Dept Water - Pretoria,2627AC00127,Borehole,-26.35054,27.18304,1967/08/28,,Total Seepage,0.03,92.05,,,
Dept Water - Pretoria,2627AC00129,Borehole,-26.35054,27.18305,1967/09/19,,Total Seepage,0.0001,42.67,,,
Dept Water - Pretoria,2627AC00131,Borehole,-26.35054,27.18306,,,,,,,,
Dept Water - Pretoria,2627BD00577,Borehole,-26.35054,27.82189,,,,,,,,
Dept Water - Pretoria,2627BD00402,Borehole,-26.35054,27.95245,,,,,,,,
Dept Water - Pretoria,2627BD00351,Borehole,-26.35054,27.98661,,,,,,,,
Dept Water - Pretoria,2627BD00380,Borehole,-26.35054,27.98856,,,,,,,,
Dept Water - Pretoria,2627BD00383,Borehole,-26.35054,27.99133,,,,,,,,
Dept Water - Pretoria,2628AC00300,Borehole,-26.35027,28.11414,,,,,,,,
Dept Water - Pretoria,2628AC00408,Borehole,-26.35027,28.23526,,,,,,,,
Dept Water - Pretoria,010354,Borehole,-26.35027,28.65192,1955/12/06,,Total Seepage,0.09,12.19,,,
Dept Water - Pretoria,2627BD00330,Borehole,-26.35026,27.99578,,,,,,,,
Dept Water - Gauteng,2627BC00086,Borehole,-26.35022,27.6712,,,,,,,,
Dept Water - Gauteng,036548,Borehole,-26.35016,27.83854,,,,,,,,
Dept Water - Pretoria,2628AC00407,Borehole,-26.34999,28.23859,,,,,,,,
Dept Water - Pretoria,2628AC00742,Borehole,-26.34999,28.24608,,,,,,,,
Dept Water - Pretoria,2628BC00157,Borehole,-26.34999,28.73303,1972/05/05,,Total Seepage,0.0001,67,,,
Dept Water - Pretoria,2628BC00158,Borehole,-26.34999,28.73304,1972/04/11,,Total Seepage,0.0001,101.19,,,
Dept Water - Pretoria,004863,Borehole,-26.34999,28.7747,1951/01/05,Float Principle (Thalimedes),Total Seepage,0.05,26.21,,,
Dept Water - Pretoria,2627BD00579,Borehole,-26.34998,27.79745,,,,,,,,
Dept Water - Pretoria,2627BD00580,Borehole,-26.34998,27.87828,,,,,,,,
Dept Water - Pretoria,2627BD00514,Borehole,-26.34998,27.97745,,,,,,,,
Dept Water - Gauteng,2627BD00088,Borehole,-26.34981,27.82121,,,,,,,,
Dept Water - Pretoria,2628AC00419,Borehole,-26.34972,28.24331,,,,,,,,
Dept Water - Pretoria,2627BD00382,Borehole,-26.3497,27.99217,,,,,,,,
Dept Water - Pretoria,2627BD00303,Borehole,-26.34955,27.81911,,,,,,,,
Dept Water - Pretoria,2628AC00399,Borehole,-26.34944,28.23498,,,,,,,,
Dept Water - Pretoria,2627BD00333,Borehole,-26.34943,27.98606,,,,,,,,
Dept Water - Gauteng,2627BD00050,Borehole,-26.34932,27.78235,1984/10/09,,Total Seepage,0.0001,105,150,,
Dept Water - Pretoria,2627AC00200,Borehole,-26.3493,27.05325,,,,,,,,
Dept Water - Pretoria,2628AD00105,Borehole,-26.34916,28.25942,1971/01/25,Float Principle (Thalimedes),Total Seepage,0.0001,71.63,,,
Dept Water - Pretoria,2628AD00179,Borehole,-26.34916,28.33859,,,,,,,,
Dept Water - Pretoria,2627BD00401,Borehole,-26.34915,27.95245,,,,,,,,
Dept Water - Pretoria,2627BD00323,Borehole,-26.34915,27.95828,,,,,,,,
Dept Water - Pretoria,2627BD00512,Borehole,-26.34915,27.97467,1985/01/22,,Total Seepage,0.0001,85,,,
Dept Water - Pretoria,2627BD00073,Borehole,-26.34899,27.74976,,,,,,,,
Dept Water - Gauteng,2627BD00051,Borehole,-26.34897,27.8064,,,,,,,,
Dept Water - Pretoria,2628AC00277,Borehole,-26.34888,28.04109,,,,,,,,
Dept Water - Pretoria,2628AC00409,Borehole,-26.34888,28.23887,,,,,,,,
Dept Water - Pretoria,2627BD00575,Borehole,-26.34887,27.80634,,,,,,,,
Dept Water - Pretoria,2627AD00054,Borehole,-26.34871,27.26545,,,,,,,,
Dept Water - Pretoria,2628AC00385,Borehole,-26.34861,28.2472,,,,,,,,
Dept Water - Pretoria,2628AC00294,Borehole,-26.3486,28.04053,,,,,,,,
Dept Water - Pretoria,2627BD00317,Borehole,-26.34859,27.97884,,,,,,,,
Dept Water - Gauteng,2627BC00192,Borehole,-26.34855,27.71141,,,,,,,,
Dept Water - Pretoria,2628AC00410,Borehole,-26.34833,28.23637,,,,,,,,
Dept Water - Pretoria,2628AD00120,Borehole,-26.34833,28.29526,,,,,,,,
Dept Water - Pretoria,2628AC00281,Borehole,-26.34832,28.03609,,,,,,,,
Dept Water - Pretoria,2627BD00334,Borehole,-26.34831,27.97467,,,,,,,,
Dept Water - Pretoria,2627BD00336,Borehole,-26.34831,27.98383,,,,,,,,
Dept Water - Pretoria,2628AC00276,Borehole,-26.34805,28.04136,,,,,,,,
Dept Water - Pretoria,2627BC00345,Borehole,-26.34804,27.72318,1983/12/01,,Total Yield,,110,,7.5,
Dept Water - Gauteng,036558,Borehole,-26.34804,27.89828,,,,,,,,
Dept Water - Pretoria,2627BC00346,Borehole,-26.34803,27.72443,,,,,,,,
Dept Water - Pretoria,2627BD00299,Borehole,-26.34798,27.81759,1981/01/01,,Total Yield,,45,,5.5,
Dept Water - Pretoria,2627BD00300,Borehole,-26.34798,27.81834,1983/01/01,,Total Yield,,45,,5.5,
Dept Water - Pretoria,2627BC00344,Borehole,-26.34782,27.72193,1983/12/01,,Total Yield,,18,,2.5,
Dept Water - Pretoria,2628AC00404,Borehole,-26.34777,28.2397,,,,,,,,
Dept Water - Pretoria,2628AC00403,Borehole,-26.34777,28.24053,,,,,,,,
Dept Water - Pretoria,2627BC00089,Borehole,-26.34758,27.70408,,,,,,,,
Dept Water - Pretoria,2628AC00275,Borehole,-26.34749,28.04053,,,,,,,,
Dept Water - Pretoria,2628AC00402,Borehole,-26.34749,28.24081,,,,,,,,
Dept Water - Pretoria,2628AC00384,Borehole,-26.34749,28.24776,,,,,,,,
Dept Water - Pretoria,2628AC00383,Borehole,-26.34749,28.24859,,,,,,,,
Dept Water - Pretoria,2627BD00137,Borehole,-26.34723,27.86467,1924/03/21,,Total Yield,,14.94,,3.79,
Dept Water - Pretoria,2627BD00143,Borehole,-26.34722,27.86467,1935/01/25,,Total Yield,,21.34,28.96,0.76,
Dept Water - Pretoria,2627BD00136,Borehole,-26.34722,27.86468,1919/10/07,,Individual Contribution,,32.31,,3.6001,3.6
Dept Water - Pretoria,2627BD00136,Borehole,-26.34722,27.86468,1919/10/07,,Individual Contribution,0.0001,18.29,,3.6001,
Dept Water - Pretoria,2628AC00401,Borehole,-26.34722,28.23387,,,,,,,,
Dept Water - Pretoria,2628AC00405,Borehole,-26.34722,28.23998,,,,,,,,
Dept Water - Pretoria,2628AC00406,Borehole,-26.34722,28.24081,,,,,,,,
Dept Water - Pretoria,2627BD00135,Borehole,-26.34721,27.86467,1919/09/24,,Individual Contribution,,45.72,,2.1001,2.1
Dept Water - Pretoria,2627BD00135,Borehole,-26.34721,27.86467,1919/09/24,,Individual Contribution,0.0001,13.72,,2.1001,
Dept Water - Pretoria,2627BD00134,Borehole,-26.3472,27.86467,1919/03/27,,Total Yield,,21.34,23.77,5.05,
Dept Water - Pretoria,2627BD00141,Borehole,-26.3472,27.86467,1926/05/15,,Individual Contribution,,27.43,,0.3001,0.3
Dept Water - Pretoria,2627BD00141,Borehole,-26.3472,27.86467,1926/05/15,,Individual Contribution,0.0001,12.19,,0.3001,
Dept Water - Pretoria,2627BD00328,Borehole,-26.3472,27.98661,,,,,,,,
Dept Water - Pretoria,2627BD00329,Borehole,-26.3472,27.98939,,,,,,,,
Dept Water - Pretoria,2627BD00138,Borehole,-26.34719,27.86469,1924/04/02,,Total Seepage,0.0001,24.69,,,
Dept Water - Gauteng,001712,Borehole,-26.34713,27.38025,,,,,,,,
Dept Water - Pretoria,2627BC00347,Borehole,-26.34713,27.72543,1982/06/01,,Total Seepage,0.0001,20,,,
Dept Water - Pretoria,2627BC00228,Borehole,-26.34711,27.72818,,,,,,,,
Dept Water - Pretoria,2629BD00010,Borehole,-26.34677,29.922,,,,,,,,
Dept Water - Pretoria,2628AC00822,Borehole,-26.34666,28.16331,,,,,,,,
Dept Water - Pretoria,2628AC00395,Borehole,-26.34666,28.24053,,,,,,,,
Dept Water - Pretoria,2628AD00198,Borehole,-26.34666,28.29831,,,,,,,,
Dept Water - Pretoria,2628AD00182,Borehole,-26.34666,28.33248,,,,,,,,
Dept Water - Pretoria,2628AC00289,Borehole,-26.34638,28.02137,,,,,,,,
Dept Water - Pretoria,2628AC00280,Borehole,-26.34638,28.03581,,,,,,,,
Dept Water - Pretoria,2628AC00279,Borehole,-26.34638,28.03859,,,,,,,,
Dept Water - Pretoria,2628AC00274,Borehole,-26.34638,28.04692,,,,,,,,
Dept Water - Pretoria,2628AC00398,Borehole,-26.34638,28.24498,,,,,,,,
Dept Water - Pretoria,2627BD00400,Borehole,-26.34637,27.95384,,,,,,,,
Dept Water - Pretoria,2627BD00513,Borehole,-26.34637,27.97412,,,,,,,,
Dept Water - Pretoria,2627BD00381,Borehole,-26.34637,27.988,,,,,,,,
Dept Water - Gauteng,036585,Borehole,-26.34619,27.87807,1987/01/21,,Individual Contribution,,90,,43,25
Dept Water - Gauteng,036585,Borehole,-26.34619,27.87807,1987/01/21,,Individual Contribution,,92,,43,18
Dept Water - Pretoria,2628AC00394,Borehole,-26.34611,28.24026,,,,,,,,
Dept Water - Pretoria,2628AC00397,Borehole,-26.34611,28.24276,1985/01/09,,Total Yield,,50,,0.9,
Dept Water - Pretoria,2627BC00233,Borehole,-26.34601,27.72267,1983/12/01,,Total Yield,,36,,1.5,
Dept Water - Pretoria,2628AC00396,Borehole,-26.34583,28.24276,,,,,,,,
Dept Water - Pretoria,2628AD00133,Borehole,-26.34583,28.25248,,,,,,,,
Dept Water - Pretoria,2628AC00296,Borehole,-26.34582,28.11414,1985/01/18,,Total Yield,,43,,0.9,
Dept Water - Pretoria,2627BD00316,Borehole,-26.34581,27.97051,,,,,,,,
Dept Water - Pretoria,2627BD00074,Borehole,-26.34555,27.75796,,,,,,,,
Dept Water - Pretoria,2627BD00416,Borehole,-26.34554,27.94744,,,,,,,,
Dept Water - Pretoria,2627AC00254,Borehole,-26.34544,27.153,,,,,,,,
Dept Water - Gauteng,001220,Borehole,-26.34517,27.77321,,,,,,,,
Dept Water - Gauteng,001334,Borehole,-26.34508,27.6836,,,,,,,,
Dept Water - Gauteng,001397,Borehole,-26.34506,27.7373,,,,,,,,
Dept Water - Gauteng,001189,Borehole,-26.34501,27.68795,,,,,,,,
Dept Water - Pretoria,2629BD00022,Borehole,-26.345,29.94973,1921/12/08,,Total Seepage,0.01,28.65,,,
Dept Water - Pretoria,2627BD00583,Borehole,-26.34498,27.773,,,,,,,,
Dept Water - Pretoria,2627BD00493,Borehole,-26.34498,27.95939,1985/01/10,,Total Yield,,28,,63.6,
Dept Water - Pretoria,2627BD00502,Borehole,-26.34498,27.96578,,,,,,,,
Dept Water - Pretoria,2627BD00511,Borehole,-26.34498,27.96912,,,,,,,,
Dept Water - Pretoria,2627BD00510,Borehole,-26.34498,27.97051,,,,,,,,
Dept Water - Pretoria,2627BD00516,Borehole,-26.34498,27.97606,1985/01/22,,Total Yield,,39,,3.5,
Dept Water - Pretoria,2627BD00318,Borehole,-26.34498,27.97856,,,,,,,,
Dept Water - Pretoria,2627BD00515,Borehole,-26.34498,27.98245,,,,,,,,
Dept Water - Gauteng,001333A,Borehole,-26.34488,27.67783,,,,,,,,
Dept Water - Pretoria,2628AD00132,Borehole,-26.34472,28.25387,,,,,,,,
Dept Water - Pretoria,2627BD00504,Borehole,-26.3447,27.96912,,,,,,,,
Dept Water - Pretoria,2630AC00006,Borehole,-26.34456,30.05309,,,,,,,,
Dept Water - Pretoria,2628AC00278,Borehole,-26.34444,28.04136,,,,,,,,
Dept Water - Pretoria,2628AC00299,Borehole,-26.34444,28.11303,1985/01/18,,Total Yield,,43,,0.2,
Dept Water - Pretoria,2627BD00319,Borehole,-26.34443,27.97467,,,,,,,,
Dept Water - Pretoria,2628AC00288,Borehole,-26.34416,28.0197,,,,,,,,
Dept Water - Pretoria,2628AC00298,Borehole,-26.34416,28.11498,,,,,,,,
Dept Water - Pretoria,2628AC00295,Borehole,-26.34416,28.1172,,,,,,,,
Dept Water - Pretoria,2627BD00301,Borehole,-26.34414,27.81882,,,,,,,,
Dept Water - Pretoria,2628AC00292,Borehole,-26.34388,28.03553,,,,,,,,
Dept Water - Pretoria,2627BD00321,Borehole,-26.34387,27.97801,,,,,,,,
Dept Water - Pretoria,2627BD00158,Borehole,-26.34366,27.90245,1921/07/06,,Total Yield,,19.51,,0.16,
Dept Water - Pretoria,2627BD00156,Borehole,-26.34365,27.90245,1919/11/13,,Individual Contribution,,33.53,,2.5001,2.5
Dept Water - Pretoria,2627BD00156,Borehole,-26.34365,27.90245,1919/11/13,,Individual Contribution,0.0001,18.29,,2.5001,
Dept Water - Pretoria,2627BD00154,Borehole,-26.34364,27.90245,1964/06/04,,Total Yield,,15.24,,0.76,
Dept Water - Pretoria,2627BD00152,Borehole,-26.34363,27.90245,1964/05/13,,Total Seepage,0.0001,15.24,,,
Dept Water - Pretoria,2627BD00150,Borehole,-26.34362,27.90245,1964/04/11,,Total Yield,,13.72,,0.12,
Dept Water - Pretoria,2627BD00148,Borehole,-26.34361,27.90245,1917/05/31,,Total Yield,,31.09,,0.5,
Dept Water - Pretoria,2628AD00128,Borehole,-26.34361,28.2522,,,,,,,,
Dept Water - Gauteng,2627AD00060,Borehole,-26.3436,27.392,,,,,,,,
Dept Water - Pretoria,2627BD00146,Borehole,-26.3436,27.90245,1925/10/03,,Total Yield,,17.07,,0.91,
Dept Water - Pretoria,2628AC00284,Borehole,-26.3436,28.00359,,,,,,,,
Dept Water - Pretoria,2628AC00272,Borehole,-26.3436,28.03997,,,,,,,,
Dept Water - Pretoria,2627BD00144,Borehole,-26.34359,27.90245,1930/12/29,,Total Yield,,32,,1.26,
Dept Water - Pretoria,2627BD00145,Borehole,-26.34359,27.90246,1921/12/19,,Total Yield,,15.24,,3,
Dept Water - Pretoria,2627BD00147,Borehole,-26.34359,27.90247,,,,,,,,
Dept Water - Pretoria,2627BD00149,Borehole,-26.34359,27.90248,1917/06/30,,Total Yield,,9.45,,0.19,
Dept Water - Pretoria,2627BD00151,Borehole,-26.34359,27.90249,1964/06/04,,Total Yield,,13.72,,0.13,
Dept Water - Pretoria,2627BD00153,Borehole,-26.34359,27.9025,1964/05/01,,Total Seepage,0.0001,11.58,,,
Dept Water - Pretoria,2627BD00155,Borehole,-26.34359,27.90251,1964/07/16,,Total Seepage,0.0001,12.19,,,
Dept Water - Pretoria,2627BD00157,Borehole,-26.34359,27.90252,1921/06/22,,Total Yield,,21.33,,2.42,
Dept Water - Pretoria,2627BD00492,Borehole,-26.34359,27.95939,1985/01/10,,Total Yield,,28,,17,
Dept Water - Pretoria,2627BD00501,Borehole,-26.34359,27.96495,,,,,,,,
Dept Water - Gauteng,000986,Borehole,-26.34342,27.59187,,,,,,,,
Dept Water - Pretoria,2628AC00269,Borehole,-26.34332,28.01637,,,,,,,,
Dept Water - Pretoria,2628AC00268,Borehole,-26.34305,28.01303,,,,,,,,
Dept Water - Pretoria,2628AC00262,Borehole,-26.34278,28.0011,,,,,,,,
Dept Water - Pretoria,2628AC00261,Borehole,-26.34277,28.00109,,,,,,,,
Dept Water - Pretoria,2628AC00324,Borehole,-26.34277,28.17998,,,,,,,,
Dept Water - Pretoria,2628AC00412,Borehole,-26.34277,28.24053,,,,,,,,
Dept Water - Pretoria,2628AC00411,Borehole,-26.34277,28.24164,,,,,,,,
Dept Water - Gauteng,2627BD00059,Borehole,-26.34276,27.77192,1984/11/01,,Total Yield,,145,191,10,
Dept Water - Pretoria,2627BD00491,Borehole,-26.34276,27.95939,1985/01/10,,Total Yield,,30,,17,
Dept Water - Pretoria,2627BD00503,Borehole,-26.34276,27.9669,1985/01/11,,Total Yield,,50,,0.5,
Dept Water - Pretoria,2627BD00320,Borehole,-26.34276,27.9719,,,,,,,,
Dept Water - Pretoria,2627BD00293,Borehole,-26.34276,27.98356,1984/09/06,,Total Yield,,85,,0.5,
Dept Water - Gauteng,036582,Borehole,-26.34265,28.20075,,,,,,,,
Dept Water - Pretoria,2627BC00352,Borehole,-26.34258,27.68734,,,,,,,,
Dept Water - Pretoria,2628AD00195,Borehole,-26.34249,28.29859,,,,,,,,
Dept Water - Pretoria,2627BD00391,Borehole,-26.34248,27.91467,,,,,,,,
Dept Water - Pretoria,2629BD00024,Borehole,-26.34226,29.90251,1936/07/07,,Total Yield,,12.19,,1.14,
Dept Water - Pretoria,2629BD00017,Borehole,-26.34225,29.90251,1957/02/06,,Individual Contribution,0.0001,8.23,,0.0002,
Dept Water - Pretoria,2629BD00017,Borehole,-26.34225,29.90251,1957/02/06,,Individual Contribution,0.0001,19.2,,0.0002,
Dept Water - Pretoria,2629BD00015,Borehole,-26.34224,29.90251,1957/03/14,,Individual Contribution,,4.57,,0.1001,0.1
Dept Water - Pretoria,2629BD00015,Borehole,-26.34224,29.90251,1957/03/14,,Individual Contribution,0.0001,2.13,,0.1001,
Dept Water - Pretoria,2629BD00013,Borehole,-26.34223,29.90251,1957/04/13,,Total Yield,,6.71,,0.32,
Dept Water - Pretoria,2628AD00196,Borehole,-26.34222,28.29859,,,,,,,,
Dept Water - Pretoria,2629BD00012,Borehole,-26.34222,29.90251,,,,,,,,
Dept Water - Pretoria,2629BD00014,Borehole,-26.34222,29.90252,1957/03/28,,Individual Contribution,,13.41,,2.1001,2.1
Dept Water - Pretoria,2629BD00014,Borehole,-26.34222,29.90252,1957/03/28,,Individual Contribution,0.0001,7.01,,2.1001,
Dept Water - Pretoria,2629BD00016,Borehole,-26.34222,29.90253,1957/02/20,,Total Seepage,0.09,13.72,,,
Dept Water - Pretoria,2629BD00023,Borehole,-26.34222,29.90254,1933/10/19,,Individual Contribution,0.0001,21.34,,0.0002,
Dept Water - Pretoria,2629BD00023,Borehole,-26.34222,29.90254,1933/10/19,,Individual Contribution,0.0001,30.48,,0.0002,
Dept Water - North West,2627AC00207,Borehole,-26.34221,27.14884,,,,,,,,
Dept Water - Pretoria,2627BC00090,Borehole,-26.34221,27.7148,,,,,,,,
Dept Water - Pretoria,2627BD00496,Borehole,-26.34221,27.958,,,,,,,,
Dept Water - Pretoria,2628AC00273,Borehole,-26.34221,28.04359,,,,,,,,
Dept Water - Pretoria,2628AC00297,Borehole,-26.34221,28.11553,1985/01/18,,Total Yield,,39,,5,
Dept Water - Pretoria,2628AC00155,Borehole,-26.34221,28.24553,1972/05/26,,Total Yield,,18.29,,1.07,
Dept Water - Pretoria,2627BD00398,Borehole,-26.3422,27.95384,,,,,,,,
Dept Water - Pretoria,2627BD00490,Borehole,-26.3422,27.958,,,,,,,,
Dept Water - Pretoria,2627BD00498,Borehole,-26.3422,27.96023,1985/01/10,,Total Yield,,30,,7.2,
Dept Water - Pretoria,2627BD00387,Borehole,-26.3422,27.96384,,,,,,,,
Dept Water - Pretoria,2628AC00267,Borehole,-26.34194,28.00803,,,,,,,,
Dept Water - Pretoria,2627BD00139,Borehole,-26.34192,27.86633,1916/01/06,,Total Seepage,0.07,35.66,,,
Dept Water - Pretoria,2627AD00052,Borehole,-26.3417,27.25704,,,,,,,,
Dept Water - Gauteng,2627BC00201,Borehole,-26.34166,27.53414,,,,,,,,
Dept Water - Pretoria,2627BD00500,Borehole,-26.34165,27.96578,,,,,,,,
Dept Water - Pretoria,2628AC00718,Borehole,-26.34152,28.03748,1984/10/19,,Total Seepage,0.0001,17,,,
Dept Water - Pretoria,2627BD00175,Borehole,-26.34145,27.93717,1936/02/13,,Total Yield,,15.54,,0.44,
Dept Water - Pretoria,2627BD00173,Borehole,-26.34144,27.93717,1935/12/03,,Total Seepage,0.0001,27.13,,,
Dept Water - Pretoria,2627BD00171,Borehole,-26.34143,27.93717,1935/09/13,,Total Yield,,19.81,21.34,1.26,
Dept Water - Pretoria,2627BD00169,Borehole,-26.34142,27.93717,1934/12/21,,Total Yield,,28.96,30.48,0.19,
Dept Water - Pretoria,2627BD00167,Borehole,-26.34141,27.93717,1925/12/10,,Total Yield,,18.29,,0.23,
Dept Water - Pretoria,2627BD00165,Borehole,-26.3414,27.93717,1920/01/13,,Total Yield,,23.77,,0.13,
Dept Water - Gauteng,002256,Borehole,-26.34139,27.74849,,,,,,,,
Dept Water - Pretoria,2627BD00163,Borehole,-26.34139,27.93717,1919/12/05,,Total Yield,,23.16,,0.21,
Dept Water - Pretoria,2628AC00285,Borehole,-26.34138,28.00303,,,,,,,,
Dept Water - Pretoria,2627BD00159,Borehole,-26.34137,27.93717,1908/03/25,,Total Yield,,15.54,,0.1,
Dept Water - Pretoria,2627BD00160,Borehole,-26.34137,27.93718,1908/05/05,,Total Seepage,0.05,23.77,,,
Dept Water - Pretoria,2627BD00162,Borehole,-26.34137,27.93719,1919/10/28,,Individual Contribution,,60.96,,1.0001,1
Dept Water - Pretoria,2627BD00162,Borehole,-26.34137,27.93719,1919/10/28,,Individual Contribution,0.0001,20.42,,1.0001,
Dept Water - Pretoria,2627BD00164,Borehole,-26.34137,27.9372,1919/12/22,,Individual Contribution,,37.19,,0.3001,0.3
Dept Water - Pretoria,2627BD00164,Borehole,-26.34137,27.9372,1919/12/22,,Individual Contribution,0.0001,30.18,,0.3001,
Dept Water - Pretoria,2627BD00166,Borehole,-26.34137,27.93721,1920/01/31,,Total Yield,,18.29,25.3,0.63,
Dept Water - Pretoria,2627BD00168,Borehole,-26.34137,27.93722,1925/12/31,,Total Yield,,14.63,,0.45,
Dept Water - Pretoria,2627BD00170,Borehole,-26.34137,27.93723,1935/01/18,,Total Yield,,21.34,21.95,1.01,
Dept Water - Pretoria,2627BD00172,Borehole,-26.34137,27.93724,1935/10/30,,Total Yield,,18.29,,1.26,
Dept Water - Pretoria,2627BD00174,Borehole,-26.34137,27.93725,1936/01/07,,Total Seepage,0.05,19.2,,,
Dept Water - Pretoria,2627BD00176,Borehole,-26.34137,27.93726,1936/03/27,,Total Yield,,41.45,,1.14,
Dept Water - Pretoria,2628AC00290,Borehole,-26.3411,28.03081,,,,,,,,
Dept Water - Pretoria,2627BD00389,Borehole,-26.34109,27.91328,,,,,,,,
Dept Water - Pretoria,2628AC00717,Borehole,-26.34108,28.02387,1984/10/16,Float Principle (Thalimedes),Total Yield,,13,,0.38,
Dept Water - Pretoria,2630AC00007,Borehole,-26.34092,30.0967,,,,,,,,
Dept Water - Pretoria,2629BD00132,Borehole,-26.34084,29.88807,1913/07/18,,Total Yield,,15.24,,0.42,
Dept Water - Pretoria,2628AD00131,Borehole,-26.34083,28.2497,1985/12/14,,Individual Contribution,,67,,0.3001,0.3
Dept Water - Pretoria,2628AD00131,Borehole,-26.34083,28.2497,1985/12/14,,Individual Contribution,0.0001,49,,0.3001,
Dept Water - Pretoria,2628AD00127,Borehole,-26.34083,28.25303,,,,,,,,
Dept Water - Pretoria,2628AD00126,Borehole,-26.34083,28.25776,,,,,,,,
Dept Water - Pretoria,2629BD00133,Borehole,-26.34083,29.88806,1913/07/09,,Total Yield,,45.72,,1.21,
Dept Water - Pretoria,2628AC00270,Borehole,-26.34082,28.01915,,,,,,,,
Dept Water - Pretoria,2628AC00271,Borehole,-26.34082,28.02887,,,,,,,,
Dept Water - Pretoria,2627BD00417,Borehole,-26.34081,27.94967,,,,,,,,
Dept Water - Pretoria,2627BD00499,Borehole,-26.34081,27.96495,,,,,,,,
Dept Water - Pretoria,2627BD00507,Borehole,-26.34081,27.96634,,,,,,,,
Dept Water - Gauteng,036559,Borehole,-26.34067,27.98551,1985/01/01,,Individual Contribution,,175,,28.0002,28
Dept Water - Gauteng,036559,Borehole,-26.34067,27.98551,1985/01/01,,Individual Contribution,0.0001,60,,28.0002,
Dept Water - Gauteng,036559,Borehole,-26.34067,27.98551,1985/01/01,,Individual Contribution,0.0001,118,,28.0002,
Dept Water - Pretoria,2628AC00291,Borehole,-26.34055,28.03997,,,,,,,,
Dept Water - Pretoria,2628AD00180,Borehole,-26.34055,28.33192,,,,,,,,
Dept Water - Pretoria,2628AC00266,Borehole,-26.34027,28.01553,,,,,,,,
Dept Water - Pretoria,2628AD00122,Borehole,-26.34027,28.26026,1985/12/14,,Total Yield,,43,,3.9,
Dept Water - Pretoria,2628AD00162,Borehole,-26.34027,28.37109,,,,,,,,
Dept Water - Pretoria,2627AC00093,Borehole,-26.34026,27.138,1948/12/18,,Total Yield,,18.29,,3.79,
Dept Water - Pretoria,2628AD00123,Borehole,-26.33999,28.25998,,,,,,,,
Dept Water - Pretoria,2628AD00197,Borehole,-26.33999,28.29887,,,,,,,,
Dept Water - Gauteng,001186,Borehole,-26.3399,27.71437,,,,,,,,
Dept Water - Pretoria,2628AC00722,Borehole,-26.33972,28.14859,2000/03/15,Float Principle (Thalimedes),Total Yield,,18,,20,
Dept Water - Pretoria,2628AC00323,Borehole,-26.33972,28.1797,,,,,,,,
Dept Water - Pretoria,2628AD00129,Borehole,-26.33972,28.25026,,,,,,,,
Dept Water - Pretoria,2628AD00130,Borehole,-26.33972,28.25026,,,,,,,,
Dept Water - Gauteng,2627AD00067,Borehole,-26.3395,27.3968,,,,,,,,
Dept Water - Pretoria,2627BD00489,Borehole,-26.33945,27.95661,,,,,,,,
Dept Water - Pretoria,2627BD00488,Borehole,-26.33944,27.9566,,,,,,,,
Dept Water - Pretoria,2628AC00172,Borehole,-26.33944,28.01637,1940/10/29,,Total Yield,,31.09,,0.38,
Dept Water - Pretoria,2628AC00113,Borehole,-26.33944,28.04692,,,,,,,,
