GeositeInfo_DataOwner,GeositeInfo_Identifier,GeositeInfo_GeositeType,GeositeInfo_Latitude,GeositeInfo_Longitude,WaterStrike_ConstructionCompletionDate,WaterStrike_YieldMeasurementMethod,WaterStrike_WaterStrikeType,WaterStrike_SeepageValue,WaterStrike_DepthToTop,WaterStrike_DepthToBottom,WaterStrike_TotalBlowYieldValue,WaterStrike_ContributionValue
Dept Water - Pretoria,2628AC00114,Borehole,-26.33944,28.04693,1961/12/04,,Individual Contribution,,26.21,,5.1001,5.1
Dept Water - Pretoria,2628AC00114,Borehole,-26.33944,28.04693,1961/12/04,,Individual Contribution,0.0001,16.76,,5.1001,
Dept Water - Pretoria,2628AC00312,Borehole,-26.33944,28.13026,,,,,,,,
Dept Water - Pretoria,2628AC00388,Borehole,-26.33944,28.23609,,,,,,,,
Dept Water - Pretoria,2628AC00386,Borehole,-26.33944,28.23692,,,,,,,,
Dept Water - Pretoria,2628AC00382,Borehole,-26.33944,28.24942,,,,,,,,
Dept Water - Pretoria,2628AD00100,Borehole,-26.33944,28.33525,1968/06/07,,Total Yield,,39.62,,0.43,
Dept Water - Pretoria,007796,Borehole,-26.33944,28.67554,1959/12/30,,Total Yield,,24.38,42.67,2.56,
Dept Water - Pretoria,007797,Borehole,-26.33944,28.68997,1952/11/22,,Total Yield,,12.19,16.76,2.52,
Dept Water - Pretoria,007707,Borehole,-26.33944,28.77109,1952/03/27,,Total Seepage,0.0001,9.75,,,
Dept Water - Pretoria,2627BD00405,Borehole,-26.33943,27.86634,,,,,,,,
Dept Water - Pretoria,2627BD00414,Borehole,-26.33943,27.90106,,,,,,,,
Dept Water - Gauteng,036551,Borehole,-26.33943,27.94661,1985/07/17,,Total Yield,,185,,55,
Dept Water - Pretoria,2627BD00399,Borehole,-26.33943,27.95384,,,,,,,,
Dept Water - Pretoria,2627BD00487,Borehole,-26.33943,27.95661,,,,,,,,
Dept Water - Pretoria,2627BD00506,Borehole,-26.33943,27.96912,,,,,,,,
Dept Water - Pretoria,2628AC00286,Borehole,-26.33916,28.00303,,,,,,,,
Dept Water - Pretoria,2628AC00380,Borehole,-26.33916,28.24803,,,,,,,,
Dept Water - Pretoria,2628AC00381,Borehole,-26.33916,28.24887,1985/01/08,,Total Seepage,0.0001,61,,,
Dept Water - Pretoria,2627BC00355,Borehole,-26.33899,27.68281,,,,,,,,
Dept Water - Pretoria,2627BC00354,Borehole,-26.33898,27.68356,,,,,,,,
Dept Water - Pretoria,2628AC00400,Borehole,-26.33888,28.23053,,,,,,,,
Dept Water - Pretoria,2628AC00387,Borehole,-26.33888,28.23553,,,,,,,,
Dept Water - Pretoria,2628AD00125,Borehole,-26.33888,28.25776,,,,,,,,
Dept Water - Pretoria,2627BD00494,Borehole,-26.33887,27.96023,,,,,,,,
Dept Water - Pretoria,2627BD00497,Borehole,-26.33887,27.96356,,,,,,,,
Dept Water - Pretoria,2627BD00388,Borehole,-26.33887,27.96411,,,,,,,,
Dept Water - Pretoria,2628AD00124,Borehole,-26.33861,28.25442,,,,,,,,
Dept Water - Pretoria,2628AC00287,Borehole,-26.3386,28.00387,,,,,,,,
Dept Water - Pretoria,2627BD00428,Borehole,-26.33859,27.91912,,,,,,,,
Dept Water - Gauteng,001104A,Borehole,-26.33835,27.68376,,,,,,,,
Dept Water - Pretoria,2628AD00181,Borehole,-26.33833,28.32831,,,,,,,,
Dept Water - Pretoria,2627AD00116,Borehole,-26.33832,27.32934,,,,,,,,
Dept Water - Gauteng,001140,Borehole,-26.33827,27.68446,,,,,,,,
Dept Water - Pretoria,2628AC00263,Borehole,-26.33805,28.00109,,,,,,,,
Dept Water - Gauteng,2628AC00033,Borehole,-26.33805,28.13386,,,,,,,,
Dept Water - Pretoria,2628AC00326,Borehole,-26.33805,28.19831,1985/01/14,,Total Yield,,34,,10,
Dept Water - Pretoria,2628AC00325,Borehole,-26.33805,28.19832,1985/01/14,,Total Yield,,34,,34,
Dept Water - Pretoria,011903,Borehole,-26.33805,28.6547,1956/08/20,,Total Yield,,17.37,,1.28,
Dept Water - Gauteng,000646A,Borehole,-26.33804,27.66773,,,,,,,,
Dept Water - Pretoria,2627BD00495,Borehole,-26.33804,27.96023,,,,,,,,
Dept Water - Pretoria,2627BD00508,Borehole,-26.33804,27.96356,,,,,,,,
Dept Water - Pretoria,2627BD00505,Borehole,-26.33804,27.96634,,,,,,,,
Dept Water - Gauteng,2627BC00049,Borehole,-26.33786,27.72322,,,,,,,,
Dept Water - Pretoria,2627BC00353,Borehole,-26.33784,27.68606,,,,,,,,
Dept Water - Pretoria,2628AC00327,Borehole,-26.33777,28.19859,1985/01/14,,Total Yield,,34,,3.9,
Dept Water - Pretoria,2628AD00121,Borehole,-26.33777,28.25803,,,,,,,,
Dept Water - Pretoria,036207,Borehole,-26.33777,28.49442,1984/12/15,,Individual Contribution,,15,24,3.0001,3
Dept Water - Pretoria,036207,Borehole,-26.33777,28.49442,1984/12/15,,Individual Contribution,0.0001,5,15,3.0001,
Dept Water - Pretoria,2628AC00379,Borehole,-26.33749,28.24192,,,,,,,,
Dept Water - Pretoria,2627BD00509,Borehole,-26.33748,27.96356,,,,,,,,
Dept Water - Pretoria,017019,Borehole,-26.33721,28.25664,1961/09/06,Float Principle (Thalimedes),Total Seepage,0.04,26.82,,,
Dept Water - Gauteng,2627BC00087,Borehole,-26.33703,27.70677,,,,,,,,
Dept Water - Gauteng,2627BD00049,Borehole,-26.33698,27.76085,,,,,,,,
Dept Water - Pretoria,2628AC00264,Borehole,-26.33666,28.0047,,,,,,,,
Dept Water - Pretoria,2628AD00183,Borehole,-26.33666,28.32526,,,,,,,,
Dept Water - Pretoria,007726,Borehole,-26.33666,28.73303,1952/08/01,Float Principle (Thalimedes),Total Yield,,12.19,18.29,5.15,
Dept Water - Pretoria,2627BC00265,Borehole,-26.33665,27.71634,,,,,,,,
Dept Water - Pretoria,2627BC00266,Borehole,-26.33665,27.71635,,,,,,,,
Dept Water - Pretoria,2627BD00419,Borehole,-26.33665,27.94828,,,,,,,,
Dept Water - Pretoria,001188,Borehole,-26.33641,27.72883,,,,,,,,
Dept Water - Pretoria,2627BD00315,Borehole,-26.3362,27.82702,,,,,,,,
Dept Water - Pretoria,2628AC00372,Borehole,-26.33611,28.21637,,,,,,,,
Dept Water - Pretoria,2628AC00413,Borehole,-26.33611,28.22359,,,,,,,,
Dept Water - Pretoria,2628AC00355,Borehole,-26.33611,28.23498,1984/12/21,,Total Yield,,67,,2.5,
Dept Water - Pretoria,2628AC00354,Borehole,-26.33611,28.23526,1984/12/21,,Total Seepage,0.0001,90,,,
Dept Water - Pretoria,2628AC00265,Borehole,-26.3361,28.00748,,,,,,,,
Dept Water - Pretoria,2627BD00394,Borehole,-26.33609,27.95189,,,,,,,,
Dept Water - Pretoria,2627BD00395,Borehole,-26.33609,27.95523,,,,,,,,
Dept Water - Pretoria,2627BD00396,Borehole,-26.33609,27.958,,,,,,,,
Dept Water - Gauteng,2627BD00061,Borehole,-26.33586,27.76109,,,,,,,,
Dept Water - Pretoria,2628AC00376,Borehole,-26.33583,28.23776,,,,,,,,
Dept Water - Pretoria,2628AC00329,Borehole,-26.33555,28.19748,1985/01/14,,Total Yield,,34,,3.1,
Dept Water - Pretoria,2628AC00756,Borehole,-26.33555,28.23498,,,,,,,,
Dept Water - Pretoria,2628AC00328,Borehole,-26.33527,28.19553,1985/01/14,,Total Yield,,34,,4.4,
Dept Water - Pretoria,2628AC00758,Borehole,-26.33527,28.22331,,,,,,,,
Dept Water - Pretoria,007798,Borehole,-26.33527,28.72137,1952/12/03,Float Principle (Thalimedes),Total Yield,,12.19,,0.88,
Dept Water - North West,2627AC00188,Borehole,-26.33526,27.15023,,,,,,,,
Dept Water - Pretoria,2627BD00140,Borehole,-26.33526,27.8647,1926/04/30,,Total Yield,,5.79,,2.1,
Dept Water - Pretoria,2627BD00142,Borehole,-26.33526,27.86471,1934/12/21,,Total Yield,,7.32,21.34,0.11,
Dept Water - Pretoria,2627BD00420,Borehole,-26.33526,27.94772,,,,,,,,
Dept Water - Gauteng,2627BD00060,Borehole,-26.33524,27.79764,1984/09/28,,Total Yield,,95,112,9.72,
Dept Water - Pretoria,2627BD00584,Borehole,-26.33522,27.79753,,,,,,,,
Dept Water - Gauteng,2627BD00081,Borehole,-26.33515,27.75743,,,,,,,,
Dept Water - Gauteng,2627BC00046,Borehole,-26.33514,27.67289,,,,,,,,
Dept Water - Pretoria,2628BC00483,Borehole,-26.33499,28.73414,2001/03/05,,Individual Contribution,,49,,1.7001,1.7
Dept Water - Pretoria,2628BC00483,Borehole,-26.33499,28.73414,2001/03/05,,Individual Contribution,0.0001,9,,1.7001,
Dept Water - Gauteng,2627BD00092,Borehole,-26.33484,27.75635,,,,,,,,
Dept Water - Gauteng,2627BD00114,Borehole,-26.33484,27.75636,,,,,,,,
Dept Water - Pretoria,15-10065,Borehole,-26.33479,27.21256,,,,,,,,
Dept Water - Pretoria,2627AD00117,Borehole,-26.33476,27.38714,,,,,,,,
Dept Water - Gauteng,036554,Borehole,-26.33475,27.90583,1985/08/14,,Individual Contribution,,94,,85.0001,85
Dept Water - Gauteng,036554,Borehole,-26.33475,27.90583,1985/08/14,,Individual Contribution,0.0001,90,,85.0001,
Dept Water - Pretoria,2628AC00371,Borehole,-26.33472,28.21387,,,,,,,,
Dept Water - Pretoria,2628AC00362,Borehole,-26.33472,28.23109,,,,,,,,
Dept Water - Pretoria,2628AC00357,Borehole,-26.33472,28.23637,,,,,,,,
Dept Water - Pretoria,2628AD00185,Borehole,-26.33472,28.30526,,,,,,,,
Dept Water - Pretoria,2628AC00374,Borehole,-26.33444,28.22081,,,,,,,,
Dept Water - Pretoria,2628AC00378,Borehole,-26.33444,28.2422,,,,,,,,
Dept Water - Pretoria,011858,Borehole,-26.33444,28.66609,,,,,,,,
Dept Water - Pretoria,2627BD00427,Borehole,-26.33443,27.92384,,,,,,,,
Dept Water - Pretoria,2627BD00418,Borehole,-26.33443,27.94217,,,,,,,,
Dept Water - Pretoria,2627BD00375,Borehole,-26.33443,27.98522,,,,,,,,
Dept Water - Pretoria,2627BD00327,Borehole,-26.33443,27.99217,,,,,,,,
Dept Water - Pretoria,2627BD00378,Borehole,-26.33443,27.9955,,,,,,,,
Dept Water - Pretoria,2628AC00856,Borehole,-26.33443,28.23636,,,,,,,,
Dept Water - Pretoria,2627BC00356,Borehole,-26.33424,27.68403,,,,,,,,
Dept Water - Gauteng,2627BD00086,Borehole,-26.33423,27.7525,,,,,,,,
Dept Water - Pretoria,2628AC00318,Borehole,-26.33416,28.18137,,,,,,,,
Dept Water - Pretoria,2628AC00330,Borehole,-26.33416,28.1997,1985/01/14,,Total Yield,,34,,4.4,
Dept Water - Pretoria,2628AC00356,Borehole,-26.33416,28.2347,,,,,,,,
Dept Water - Pretoria,2627BD00340,Borehole,-26.33415,27.99244,,,,,,,,
Dept Water - Gauteng,2627BD00087,Borehole,-26.33402,27.77856,,,,,,,,
Dept Water - Pretoria,2628AD00014,Borehole,-26.3339,28.33303,1968/04/30,Float Principle (Thalimedes),Total Seepage,0.0001,8.83,,,
Dept Water - Pretoria,2627AC00174,Borehole,-26.33389,27.14133,1948/12/09,,Total Yield,,18.29,,0.63,
Dept Water - Pretoria,2628AD00012,Borehole,-26.33389,28.33303,1971/03/08,,Individual Contribution,,21.33,,1.3001,1.3
Dept Water - Pretoria,2628AD00012,Borehole,-26.33389,28.33303,1971/03/08,,Individual Contribution,0.0001,12.19,,1.3001,
Dept Water - Pretoria,2628BC00005,Borehole,-26.33389,28.66637,,,,,,,,
Dept Water - Pretoria,2627AC00094,Borehole,-26.33388,27.11634,1911/10/11,,Total Yield,,21.34,,2.63,
Dept Water - Pretoria,2627AC00172,Borehole,-26.33388,27.14133,1951/04/13,,Total Yield,,32.31,,2.03,
Dept Water - Pretoria,2628AC00361,Borehole,-26.33388,28.23109,,,,,,,,
Dept Water - Pretoria,2628AD00010,Borehole,-26.33388,28.33303,1968/06/18,,Total Yield,,16.76,,4.26,
Dept Water - Pretoria,2628AD00011,Borehole,-26.33388,28.33304,1964/06/02,Float Principle (Thalimedes),Total Seepage,0.0001,10.66,,,
Dept Water - Pretoria,019289,Borehole,-26.33388,28.33305,1964/03/14,,Total Seepage,0.07,15.24,,,
Dept Water - Pretoria,2628BC00003,Borehole,-26.33388,28.66637,1992/01/22,,Total Yield,,45,,0.45,
Dept Water - Pretoria,2628BC00004,Borehole,-26.33388,28.66638,1992/01/23,,Total Yield,,45,,0.44,
Dept Water - Pretoria,2628BC00006,Borehole,-26.33388,28.66639,,,,,,,,
Dept Water - Pretoria,2627AC00169,Borehole,-26.33387,27.14133,1951/05/22,,Total Yield,,19.81,,4.65,
Dept Water - Pretoria,2627AC00170,Borehole,-26.33387,27.14134,1951/06/12,,Individual Contribution,,36.37,,2.2001,2.2
Dept Water - Pretoria,2627AC00170,Borehole,-26.33387,27.14134,1951/06/12,,Individual Contribution,0.0001,33.83,,2.2001,
Dept Water - Pretoria,2627AC00173,Borehole,-26.33387,27.14135,1959/01/22,,Total Yield,,35.05,,0.76,
Dept Water - Gauteng,2627AD00087,Borehole,-26.33387,27.37356,,,,,,,,
Dept Water - Gauteng,2627AD00091,Borehole,-26.33387,27.37828,,,,,,,,
Dept Water - Pretoria,2627BC00247,Borehole,-26.33387,27.54967,,,,,,,,
Dept Water - Pretoria,2627BD00591,Borehole,-26.33387,27.77828,,,,,,,,
Dept Water - Pretoria,2627BD00104,Borehole,-26.33387,27.98744,1961/06/20,,Total Yield,,18.29,,1.89,
Dept Water - Pretoria,2627BD00377,Borehole,-26.33387,27.99133,,,,,,,,
Dept Water - Pretoria,2627BD00339,Borehole,-26.33387,27.99272,,,,,,,,
Dept Water - Pretoria,2627BC00357,Borehole,-26.33379,27.68353,,,,,,,,
Dept Water - Pretoria,2628AC00373,Borehole,-26.33361,28.21887,,,,,,,,
Dept Water - Pretoria,2627BD00426,Borehole,-26.3336,27.92662,,,,,,,,
Dept Water - Pretoria,2628AD00310,Borehole,-26.3336,28.3872,2001/03/01,,Total Seepage,0.0001,102,,,
Dept Water - Pretoria,2627AD00082,Borehole,-26.33355,27.38665,,,,,,,,
Dept Water - Pretoria,2627BD00374,Borehole,-26.33332,27.96634,,,,,,,,
Dept Water - Pretoria,2627BD00371,Borehole,-26.33332,27.9719,,,,,,,,
Dept Water - Pretoria,2627BD00376,Borehole,-26.33332,27.98856,,,,,,,,
Dept Water - Pretoria,2627BD00338,Borehole,-26.33332,27.98939,1985/01/24,,Total Yield,,20,,0.5,
Dept Water - Gauteng,2627BD00065,Borehole,-26.33317,27.75152,,,,,,,,
Dept Water - Pretoria,2628BC00217,Borehole,-26.33307,28.63997,1965/01/14,,Total Yield,,9.75,61.26,0.19,
Dept Water - Pretoria,2628BC00213,Borehole,-26.33306,28.63996,1964/12/21,,Total Seepage,0.08,11.58,,,
Dept Water - Pretoria,2628BC00209,Borehole,-26.33306,28.63997,1952/02/18,,Total Yield,,19.81,,0.38,
Dept Water - Pretoria,2628BC00214,Borehole,-26.33306,28.63998,1965/01/28,,Individual Contribution,,33.53,,0.6001,0.6
Dept Water - Pretoria,2628BC00214,Borehole,-26.33306,28.63998,1965/01/28,,Individual Contribution,0.0001,10.67,,0.6001,
Dept Water - Pretoria,2628BC00219,Borehole,-26.33305,28.63995,1972/02/28,,Total Seepage,0.0001,67.14,,,
Dept Water - Pretoria,2628BC00212,Borehole,-26.33305,28.63996,,,,,,,,
Dept Water - Pretoria,2628BC00208,Borehole,-26.33305,28.63997,1952/02/11,,Total Yield,,21.34,,0.23,
Dept Water - Pretoria,2628BC00210,Borehole,-26.33305,28.63998,1955/10/26,,Total Yield,,15.24,,0.11,
Dept Water - Pretoria,2628BC00218,Borehole,-26.33305,28.63999,,,,,,,,
Dept Water - Pretoria,2628BC00215,Borehole,-26.33304,28.63996,1964/12/21,,Total Yield,,10.97,39.62,0.11,
Dept Water - Pretoria,2628BC00211,Borehole,-26.33304,28.63997,1955/10/31,,Total Yield,,26.21,,0.1,
Dept Water - Pretoria,2628BC00216,Borehole,-26.33304,28.63998,1965/01/12,,Total Yield,,12.19,70.1,0.15,
Dept Water - Pretoria,2628BC00220,Borehole,-26.33303,28.63997,1972/06/06,,Total Seepage,0.0001,96,,,
Dept Water - Pretoria,2628AC00377,Borehole,-26.33277,28.24109,,,,,,,,
Dept Water - Pretoria,2628AC00747,Borehole,-26.33271,28.23196,,,,,,,,
Dept Water - Pretoria,2628AC00733,Borehole,-26.33271,28.23897,,,,,,,,
Dept Water - Gauteng,000417,Borehole,-26.33264,27.51387,,,,,,,,
Dept Water - Gauteng,001120,Borehole,-26.33258,27.81049,,,,,,,,
Dept Water - Pretoria,2627BD00422,Borehole,-26.33249,27.94828,,,,,,,,
Dept Water - Pretoria,2627BD00373,Borehole,-26.33249,27.96634,,,,,,,,
Dept Water - Pretoria,2627BD00370,Borehole,-26.33249,27.9719,,,,,,,,
Dept Water - Pretoria,2628AC00309,Borehole,-26.33249,28.1372,,,,,,,,
Dept Water - Pretoria,2628AD00184,Borehole,-26.33249,28.31803,,,,,,,,
Dept Water - Pretoria,2627BD00571,Borehole,-26.33248,27.81023,,,,,,,,
Dept Water - Gauteng,2627BC00121,Borehole,-26.33222,27.73714,,,,,,,,
Dept Water - Pretoria,2628AC00757,Borehole,-26.33222,28.22776,,,,,,,,
Dept Water - Gauteng,2627BC00004,Borehole,-26.33196,27.68596,,,,,,,,
Dept Water - Gauteng,2627BC00132,Borehole,-26.33195,27.74572,,,,,,,,
Dept Water - Pretoria,2627BD00425,Borehole,-26.33193,27.92662,,,,,,,,
Dept Water - Pretoria,2627BD00322,Borehole,-26.33193,27.97384,,,,,,,,
Dept Water - Pretoria,2627BD00326,Borehole,-26.33193,27.99189,,,,,,,,
Dept Water - Pretoria,000486,Borehole,-26.33179,27.53005,,,,,,,,
Dept Water - Pretoria,2628AC00310,Borehole,-26.33166,28.13498,,,,,,,,
Dept Water - Pretoria,011881,Borehole,-26.33166,28.66637,,,,,,,,
Dept Water - Pretoria,2628AC00748,Borehole,-26.3316,28.23855,,,,,,,,
Dept Water - Pretoria,011866,Borehole,-26.33139,28.66693,,,,,,,,
Dept Water - Pretoria,011842,Borehole,-26.33139,28.6872,1956/05/15,,Total Yield,,12.19,,0.75,
Dept Water - Pretoria,2628AC00320,Borehole,-26.33111,28.18831,,,,,,,,
Dept Water - Pretoria,011871,Borehole,-26.33111,28.66665,1956/06/11,,Total Seepage,0.05,12.19,,,
Dept Water - Pretoria,2627BD00423,Borehole,-26.3311,27.92801,,,,,,,,
Dept Water - Gauteng,2627BC00113,Borehole,-26.33104,27.73894,,,,,,,,
Dept Water - Pretoria,2628AC00321,Borehole,-26.33083,28.18803,,,,,,,,
Dept Water - Gauteng,036557,Borehole,-26.33067,27.98673,1985/01/01,,Individual Contribution,,95,,11.0001,11
Dept Water - Gauteng,036557,Borehole,-26.33067,27.98673,1985/01/01,,Individual Contribution,0.0001,24,,11.0001,
Dept Water - Pretoria,2628BC00263,Borehole,-26.33055,28.73303,1909/04/21,,Total Seepage,0.08,18.29,,,
Dept Water - Pretoria,2627BD00424,Borehole,-26.33054,27.9269,,,,,,,,
Dept Water - Gauteng,2627BC00112,Borehole,-26.33035,27.73091,,,,,,,,
Dept Water - Pretoria,011841,Borehole,-26.33,28.68581,1956/04/30,,Total Seepage,0.03,13.72,,,
Dept Water - Pretoria,GP00041,Borehole,-26.32999,27.32201,,,,,,,,
Dept Water - Pretoria,2628AC00308,Borehole,-26.32999,28.13137,,,,,,,,
Dept Water - Pretoria,2628AC00322,Borehole,-26.32999,28.1947,,,,,,,,
Dept Water - Pretoria,2628AC00369,Borehole,-26.32999,28.21303,1984/12/28,,Total Seepage,0.0001,22,,,
Dept Water - Pretoria,2627BD00421,Borehole,-26.32971,27.94828,,,,,,,,
Dept Water - Pretoria,2627BD00397,Borehole,-26.32971,27.958,,,,,,,,
Dept Water - Pretoria,2627BD00337,Borehole,-26.32971,27.9655,,,,,,,,
Dept Water - Pretoria,2627BD00372,Borehole,-26.32971,27.96773,,,,,,,,
Dept Water - Pretoria,2628AC00370,Borehole,-26.32944,28.21303,1984/12/28,,Individual Contribution,,54,,17.0002,17
Dept Water - Pretoria,2628AC00370,Borehole,-26.32944,28.21303,1984/12/28,,Individual Contribution,0.0001,72,,17.0002,
Dept Water - Pretoria,2628AC00370,Borehole,-26.32944,28.21303,1984/12/28,,Individual Contribution,0.0001,92,,17.0002,
Dept Water - Pretoria,011849,Borehole,-26.32944,28.68386,1956/05/08,,Total Yield,,9.14,,0.24,
Dept Water - Pretoria,2628AD00366,Borehole,-26.32943,28.34383,,,,,,,,
Dept Water - Gauteng,2627BD00072,Borehole,-26.32918,27.77163,,,,,,,,
Dept Water - Gauteng,2627BD00083,Borehole,-26.32917,27.81736,,,,,,,,
Dept Water - Pretoria,2627BD00325,Borehole,-26.32915,27.96995,,,,,,,,
Dept Water - Gauteng,2627AD00105,Borehole,-26.32897,27.39189,,,,,,,,
Dept Water - North West,2627AC00190,Borehole,-26.32888,27.13911,,,,,,,,
Dept Water - Gauteng,2627AD00093,Borehole,-26.32888,27.38828,,,,,,,,
Dept Water - Pretoria,2628AD00350,Borehole,-26.32881,28.34081,,,,,,,,
Dept Water - Gauteng,2627BC00127,Borehole,-26.32841,27.70844,,,,,,,,
Dept Water - Pretoria,2628AC00283,Borehole,-26.32833,28.04136,,,,,,,,
Dept Water - Pretoria,011853,Borehole,-26.32833,28.6672,1956/05/19,,Total Yield,,11.58,,0.64,
Dept Water - Pretoria,2627BD00413,Borehole,-26.32832,27.88439,,,,,,,,
Dept Water - Pretoria,2627BD00393,Borehole,-26.32832,27.95661,,,,,,,,
Dept Water - Gauteng,002260,Borehole,-26.3283,27.783,,,,,,,,
Dept Water - Pretoria,2627BD00296,Borehole,-26.32817,27.8187,,,,,,,,
Dept Water - Gauteng,2627BD00045,Borehole,-26.3281,27.75898,,,,,,,,
Dept Water - Pretoria,2627BD00585,Borehole,-26.32804,27.783,,,,,,,,
Dept Water - Gauteng,2627BD00079,Borehole,-26.32803,27.75912,,,,,,,,
Dept Water - Gauteng,000416,Borehole,-26.32779,27.51279,,,,,,,,
Dept Water - Gauteng,036552,Borehole,-26.32777,27.94161,1985/06/25,,Individual Contribution,,10,,90,5
Dept Water - Gauteng,036552,Borehole,-26.32777,27.94161,1985/06/25,,Individual Contribution,,18,,90,6
Dept Water - Gauteng,036552,Borehole,-26.32777,27.94161,1985/06/25,,Individual Contribution,,58,,90,28
Dept Water - Gauteng,036552,Borehole,-26.32777,27.94161,1985/06/25,,Individual Contribution,,75,,90,24
Dept Water - Gauteng,036552,Borehole,-26.32777,27.94161,1985/06/25,,Individual Contribution,,93,,90,27
Dept Water - Pretoria,2628AC00319,Borehole,-26.32777,28.18498,,,,,,,,
Dept Water - Pretoria,2628AC00363,Borehole,-26.32777,28.21053,,,,,,,,
Dept Water - Pretoria,2628AD00368,Borehole,-26.32774,28.35036,,,,,,,,
Dept Water - Pretoria,2627BC00147,Borehole,-26.32763,27.73799,,,,,,,,
Dept Water - Gauteng,001236,Borehole,-26.32754,27.81685,,,,,,,,
Dept Water - Pretoria,2628AC00364,Borehole,-26.32749,28.21026,1984/12/27,,Total Yield,,29,,33,
Dept Water - Pretoria,2628AC00749,Borehole,-26.32749,28.23776,,,,,,,,
Dept Water - Pretoria,2628AD00378,Borehole,-26.32749,28.2572,,,,,,,,
Dept Water - Gauteng,2627BC00166,Borehole,-26.32729,27.52829,,,,,,,,
Dept Water - Pretoria,2628AD00367,Borehole,-26.32724,28.35414,,,,,,,,
Dept Water - Gauteng,2627BC00154,Borehole,-26.32722,27.71429,,,,,,,,
Dept Water - Pretoria,2627AD00200,Borehole,-26.3272,27.33625,,,,,,,,
Dept Water - Pretoria,2627AD00199,Borehole,-26.3272,27.3555,,,,,,,,
Dept Water - Gauteng,2627BD00058,Borehole,-26.32699,27.77942,,,,,,,,
Dept Water - Gauteng,2627AD00002,Borehole,-26.32694,27.35596,,,,,,,,
Dept Water - Pretoria,2628AC00282,Borehole,-26.32694,28.01359,,,,,,,,
Dept Water - Pretoria,2628AD00106,Borehole,-26.32694,28.25248,,,,,,,,
Dept Water - Pretoria,2628AD00113,Borehole,-26.32694,28.28581,,,,,,,,
Dept Water - Pretoria,2628BD00220,Borehole,-26.32694,28.74137,1952/08/09,Float Principle (Thalimedes),Total Yield,,15.24,,1.14,
Dept Water - Pretoria,2627BD00593,Borehole,-26.32693,27.77911,,,,,,,,
Dept Water - Gauteng,000706,Borehole,-26.3269,27.65259,,,,,,,,
Dept Water - Gauteng,036568,Borehole,-26.32676,28.29243,1985/08/08,,Individual Contribution,,120,,5.0002,5
Dept Water - Gauteng,036568,Borehole,-26.32676,28.29243,1985/08/08,,Individual Contribution,0.0001,13,,5.0002,
Dept Water - Gauteng,036568,Borehole,-26.32676,28.29243,1985/08/08,,Individual Contribution,0.0001,57,,5.0002,
Dept Water - Pretoria,001690,Borehole,-26.32665,27.63605,,,,,,,,
Dept Water - Pretoria,2627BD00586,Borehole,-26.32665,27.78356,,,,,,,,
Dept Water - Gauteng,2627BD00056,Borehole,-26.32663,27.78391,,,,,,,,
Dept Water - Gauteng,000796,Borehole,-26.32649,27.60822,,,,,,,,
Dept Water - Gauteng,2627BD00077,Borehole,-26.32642,27.79246,1984/01/10,,Total Yield,,182,,84.3,
Dept Water - Pretoria,011867,Borehole,-26.32639,28.66081,,,,,,,,
Dept Water - Pretoria,2627BD00331,Borehole,-26.32638,27.98717,,,,,,,,
Dept Water - Pretoria,2627AD00246,Borehole,-26.32637,27.37105,,,,,,,,
Dept Water - Pretoria,2628AC00349,Borehole,-26.32583,28.21164,,,,,,,,
Dept Water - Gauteng,2627BD00046,Borehole,-26.32582,27.75086,,,,,,,,
Dept Water - Pretoria,2627AD00247,Borehole,-26.32581,27.36244,,,,,,,,
Dept Water - Gauteng,000798,Borehole,-26.32573,27.63926,,,,,,,,
